Record ID,Business Domain,Source System,Table Name,Field Name,Data Owner,Data Steward,Data Classification,Critical Data Element,Completeness Percent,Accuracy Percent,Consistency Flag,Duplicate Flag,GDPR Relevant,Regulation Type,Retention Policy Years,Masking Required,Access Level,Compliance Status,Audit Rating,Country,Country Latitude,Country Longitude,Audit Date,Data Quality Score,Governance Maturity Score,Compliance Risk Score,Audit Findings Count,Open Issues Count,Days Since Last Audit,Business Impact Score,Estimated Fine EUR,Remediation Cost EUR,Maturity Band,Low Governance Maturity Flag,Low Data Quality Flag,Governance-Quality Quadrant,Quality Band,Compliance Risk Band,High_or_Critical_Risk,Impact band,Estimated Fine Log,Fine Band,High Compliance Risk Flag,High Business Impact Flag,High Fine Flag,CRITICAL PRIORITY ASSET,Remediation Cost Band,Fine_to_Remediation_Ratio,ROI Band,Audit Month,Audit Freshness Band,Findings Severity Band,Open Issues Severity Band
962,Sales,Data_Warehouse,POS_Transactions,Cashier_ID,Head of Revenue Ops,Data Gov Team,Internal,No,100.0,100.0,Yes,Yes,No,Internal Policy,1,No,Read,At Risk,C,Spain,40.4168,-3.7038,2025-04-06,100.0,3,36.7,5,4,274,3,142935,17152,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,11.870152256613004,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),8.333430503731343,Moderate ROI (3–10x),2025-04,Aging,Moderate Issues,Medium
963,Finance,Finance_System,GL_Entries,Source_Document,Head of Finance Ops,Finance Ops,Internal,No,93.6,100.0,Yes,No,No,Internal Policy,3,No,Write,At Risk,B,Spain,40.4168,-3.7038,2024-08-13,97.1,4,29.3,2,0,510,2,72071,2883,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,11.185420898331277,Low (<€100k),False,False,False,False,Low Cost (<€10k),24.998612556364897,High ROI (10–50x),2024-08,Stale,Minor Issues,Resolved
964,Marketing,Email_Platform,Customer_Master,Last_Engagement_Date,Digital Lead,Data Gov Team,Internal,No,86.0,88.4,No,No,No,Internal Policy,7,No,Read,At Risk,C,France,48.8566,2.3522,2025-11-12,85.5,2,32.2,3,2,54,4,97474,7798,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Low Risk,False,Medium Impact,11.487351213850799,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499871761990255,High ROI (10–50x),2025-11,Fresh,Minor Issues,Low
965,IT,Security_SIEM,Security_Incidents,Incident_ID,CISO,Data Gov Team,Internal,No,84.1,76.3,No,Yes,No,Internal Policy,3,No,Admin,Non-Compliant,E,Sweden,59.3293,18.0686,2024-02-21,79.2,4,84.4,11,10,684,7,1095144,262835,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,Medium Impact,13.906397332557296,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.1666596914413985,Moderate ROI (3–10x),2024-02,Critical,Severe Issues,Critical
966,Marketing,Email_Platform,Sessions,IP_Address,Digital Lead,CRM Ops,Confidential,No,89.0,70.2,Yes,No,Yes,GDPR,10,Yes,Read,Non-Compliant,D,Sweden,59.3293,18.0686,2024-04-14,81.6,1,72.3,8,5,631,5,929339,130108,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Medium Impact,13.74222993576986,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),7.142827497156209,Moderate ROI (3–10x),2024-04,Critical,Severe Issues,Medium
967,Operations,Data_Warehouse,Support_Tickets,Created_Date,Head of Operations,Process Excellence,Internal,No,82.7,90.5,No,Yes,No,Internal Policy,7,No,Read,At Risk,C,Spain,40.4168,-3.7038,2025-04-15,85.0,5,49.0,5,4,265,4,143380,17206,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,11.873260701855969,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),8.333139602464257,Moderate ROI (3–10x),2025-04,Aging,Moderate Issues,Medium
968,IT,AI_Platform,Access_Logs,MFA_Used,Head of Data Platform,Security Ops,Internal,No,95.9,98.9,Yes,No,No,NIS2,3,No,Read,Compliant,B,France,48.8566,2.3522,2025-04-24,97.6,5,28.9,1,1,256,7,0,1322,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,True,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-04,Aging,Clean,Low
969,HR,Learning_LMS,Recruitment,Candidate_ID,HR Manager,Data Gov Team,Internal,No,92.7,81.1,Yes,No,No,Internal Policy,7,No,Read,At Risk,C,Netherlands,52.3676,4.9041,2025-02-22,88.2,3,32.3,5,3,317,5,104967,10497,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,11.561410820785552,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999714204058302,Moderate ROI (3–10x),2025-02,Aging,Moderate Issues,Medium
970,IT,Security_SIEM,Access_Logs,IP_Address,CIO,Data Gov Team,Sensitive,Yes,81.6,86.1,Yes,No,Yes,GDPR,5,Yes,Write,Non-Compliant,E,France,48.8566,2.3522,2025-10-02,85.5,3,85.3,10,8,95,8,530945,106189,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,High Impact,13.182415600137544,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),5.0,Moderate ROI (3–10x),2025-10,Fresh,Severe Issues,High
971,Operations,Logistics,Support_Tickets,Resolution_Time_Min,Head of Operations,Process Excellence,Internal,No,100.0,97.7,Yes,Yes,No,Internal Policy,2,No,Read,Non-Compliant,C,Spain,40.4168,-3.7038,2025-09-26,98.9,3,32.5,5,5,101,5,316739,44343,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.665836527045716,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),7.14293124055657,Moderate ROI (3–10x),2025-09,Fresh,Moderate Issues,Medium
972,IT,Monitoring,AI_Models,Drift_Score,CISO,Security Ops,Confidential,No,94.6,100.0,No,No,Yes,GDPR,3,Yes,Admin,Non-Compliant,E,Belgium,50.8503,4.3517,2025-10-19,94.5,4,78.4,8,8,78,5,357163,71433,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,12.785950339030865,Medium (€100k–€500k),True,False,False,False,High Cost (€50k–€150k),4.999972001735892,Moderate ROI (3–10x),2025-10,Fresh,Severe Issues,High
973,Sales,CRM,POS_Transactions,Payment_Method,Head of Revenue Ops,Data Gov Team,Internal,No,97.0,100.0,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,Belgium,50.8503,4.3517,2024-03-06,98.6,3,35.6,2,2,670,4,102456,8197,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.537198477345619,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),12.499207026961084,High ROI (10–50x),2024-03,Critical,Minor Issues,Low
974,Marketing,Email_Platform,Customer_Master,Address,Marketing Lead,CRM Ops,Sensitive,Yes,97.9,91.5,No,No,Yes,GDPR,2,Yes,Write,Non-Compliant,E,Poland,52.2297,21.0122,2024-12-07,92.2,2,100.0,11,10,394,7,756856,181646,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Critical Risk,True,Medium Impact,13.536929611008349,High (€500k–€1M),True,True,True,True,Very High Cost (>€150k),4.166653821168647,Moderate ROI (3–10x),2024-12,Stale,Severe Issues,Critical
975,Operations,WMS,Support_Tickets,Customer_Email,Head of Operations,Data Gov Team,Sensitive,Yes,85.8,89.1,Yes,No,Yes,GDPR,5,Yes,Read,Non-Compliant,E,Spain,40.4168,-3.7038,2024-10-26,88.7,2,91.1,9,6,436,10,636725,101876,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Critical Risk,True,High Impact,13.364094700729716,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),6.25,Moderate ROI (3–10x),2024-10,Stale,Severe Issues,High
976,Marketing,Email_Platform,Campaigns,Start_Date,Digital Lead,Data Gov Team,Internal,No,82.6,100.0,Yes,No,No,Internal Policy,2,No,Read,At Risk,C,United Kingdom,51.5074,-0.1278,2024-02-17,92.2,2,33.5,4,3,688,5,238723,23872,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Medium Impact,12.383063351889325,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),10.000125670241287,High ROI (10–50x),2024-02,Critical,Moderate Issues,Medium
977,Sales,CRM,POS_Transactions,Card_Last4,Regional Sales Lead,Sales Analytics,Sensitive,No,100.0,98.5,Yes,No,Yes,GDPR,2,Yes,Read,Non-Compliant,D,Poland,52.2297,21.0122,2025-11-26,99.3,3,58.3,8,7,40,4,855343,153962,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.659259006183479,High (€500k–€1M),False,False,True,False,Very High Cost (>€150k),5.55554617373118,Moderate ROI (3–10x),2025-11,Fresh,Severe Issues,High
978,IT,Data_Warehouse,Access_Logs,Action,CIO,Platform Engineering,Internal,No,99.5,96.9,Yes,No,No,NIS2,3,No,Write,At Risk,C,Italy,41.9028,12.4964,2025-12-11,98.4,5,31.0,2,1,25,9,265164,15910,High Maturity,False,False,Healthy,High Quality,Low Risk,False,High Impact,12.488107552716993,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),16.66649905719673,High ROI (10–50x),2025-12,Fresh,Minor Issues,Low
979,HR,Payroll,Recruitment,Interview_Score,HR Director,People Ops,Public,No,100.0,92.8,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Spain,40.4168,-3.7038,2024-11-17,96.8,3,17.5,1,0,414,3,174131,6965,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.067568911279093,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.00086145010768,High ROI (10–50x),2024-11,Stale,Clean,Resolved
980,HR,Recruiting_ATS,Payroll,Bank_Account_IBAN,People Ops Lead,HR Analytics,Sensitive,Yes,90.0,95.5,Yes,No,Yes,GDPR,10,Yes,Read,Non-Compliant,E,Portugal,38.7223,-9.1393,2024-12-01,93.5,4,78.9,8,5,400,8,1104054,154568,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,13.91450032341884,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),7.14283680968894,Moderate ROI (3–10x),2024-12,Stale,Severe Issues,Medium
981,Operations,Support,Inventory,Warehouse_ID,Head of Operations,Data Gov Team,Internal,No,93.1,95.9,Yes,No,No,Internal Policy,2,No,Read,At Risk,B,Portugal,38.7223,-9.1393,2024-03-07,95.0,2,28.2,2,1,669,3,216440,12986,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.285073271964073,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.667180040043124,High ROI (10–50x),2024-03,Critical,Minor Issues,Low
982,Marketing,CDP,Sessions,Referrer,Head of Growth,CRM Ops,Internal,No,91.1,97.5,Yes,No,No,Internal Policy,1,No,Write,At Risk,C,United Kingdom,51.5074,-0.1278,2024-12-25,94.9,2,42.3,4,0,376,5,162294,6492,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,11.997170945880875,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.999075785582257,High ROI (10–50x),2024-12,Stale,Moderate Issues,Resolved
983,IT,Data_Warehouse,Access_Logs,Role,Head of Data Platform,Security Ops,Internal,Yes,100.0,88.1,Yes,No,No,NIS2,3,No,Write,At Risk,C,Ireland,53.3498,-6.2603,2024-02-28,94.6,5,40.4,3,2,677,6,34166,2733,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,10.43901554494246,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.501280643980973,High ROI (10–50x),2024-02,Critical,Minor Issues,Low
984,HR,HR_System,Employees,Employee_ID,People Ops Lead,Data Gov Team,Internal,Yes,96.1,96.7,No,No,No,Internal Policy,1,No,Admin,Non-Compliant,D,Italy,41.9028,12.4964,2024-10-19,93.8,2,62.8,7,7,443,4,481172,86611,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,13.083982151782765,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),5.5555529898049905,Moderate ROI (3–10x),2024-10,Stale,Severe Issues,High
985,Finance,ERP,Payments,Payment_ID,Head of Finance Ops,FP&A Analytics,Internal,Yes,100.0,96.6,Yes,No,No,Internal Policy,3,No,Read,Compliant,B,Italy,41.9028,12.4964,2024-05-16,98.5,4,28.7,2,0,599,7,0,2424,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,True,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-05,Critical,Minor Issues,Resolved
986,IT,IAM,AI_Models,Inference_Endpoint,CIO,Data Gov Team,Internal,No,82.5,69.0,No,No,No,NIS2,3,No,Admin,Non-Compliant,E,Germany,52.52,13.405,2024-03-08,75.2,2,76.2,11,10,668,4,825051,198012,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Medium Impact,13.623201693633522,High (€500k–€1M),True,False,True,False,Very High Cost (>€150k),4.166671716865644,Moderate ROI (3–10x),2024-03,Critical,Severe Issues,Critical
987,Sales,Order_Management,POS_Transactions,Loyalty_ID,Regional Sales Lead,Revenue Ops,Internal,No,77.8,95.7,Yes,No,No,Internal Policy,1,No,Write,At Risk,C,Poland,52.2297,21.0122,2025-07-03,88.1,3,36.7,3,0,186,5,44165,1767,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,10.695710541286761,Low (<€100k),False,False,False,False,Low Cost (<€10k),24.994340690435767,High ROI (10–50x),2025-07,Aging,Minor Issues,Resolved
988,IT,Security_SIEM,Security_Incidents,Containment_Time_Hrs,Head of Data Platform,Data Gov Team,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,3,No,Write,At Risk,C,Portugal,38.7223,-9.1393,2024-07-05,100.0,5,31.0,4,1,549,5,132716,7963,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.795974320630553,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),16.666582946125832,High ROI (10–50x),2024-07,Critical,Moderate Issues,Low
989,IT,AI_Platform,AI_Models,Last_Retrain_Date,CIO,Security Ops,Internal,No,91.8,86.5,Yes,No,No,Internal Policy,5,No,Read,At Risk,C,Portugal,38.7223,-9.1393,2024-09-22,90.2,4,30.4,4,0,470,6,55854,2234,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.930514326004948,Low (<€100k),False,False,False,False,Low Cost (<€10k),25.001790510295436,High ROI (10–50x),2024-09,Stale,Moderate Issues,Resolved
990,HR,HR_System,Recruitment,CV_Text,People Ops Lead,HR Analytics,Sensitive,Yes,89.1,88.0,Yes,Yes,Yes,GDPR,10,Yes,Write,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2024-10-17,89.7,3,100.0,13,9,445,10,429911,94580,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,High Impact,12.971335815563048,Medium (€100k–€500k),True,True,False,False,High Cost (€50k–€150k),4.545474730386974,Moderate ROI (3–10x),2024-10,Stale,Severe Issues,High
991,Sales,CRM,Leads,Status,Regional Sales Lead,Sales Analytics,Public,No,89.7,97.3,Yes,No,No,Internal Policy,7,No,Write,At Risk,B,Netherlands,52.3676,4.9041,2025-05-29,94.1,4,27.7,1,0,221,6,33763,1351,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.42715042510361,Low (<€100k),False,False,False,False,Low Cost (<€10k),24.991117690599555,High ROI (10–50x),2025-05,Aging,Clean,Resolved
992,HR,Data_Warehouse,Recruitment,Outcome,HR Manager,People Ops,Internal,No,97.6,100.0,Yes,No,No,Internal Policy,1,No,Read,Compliant,A,France,48.8566,2.3522,2025-06-18,98.9,5,10.5,1,1,201,2,0,1588,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-06,Aging,Clean,Low
993,Operations,Logistics,Support_Tickets,Customer_Email,Supply Chain Lead,Ops BI,Sensitive,Yes,84.2,97.3,Yes,No,Yes,GDPR,3,Yes,Read,Non-Compliant,E,Ireland,53.3498,-6.2603,2025-09-11,91.7,3,75.5,9,9,116,9,347477,76445,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,12.758456632630343,Medium (€100k–€500k),True,True,False,False,High Cost (€50k–€150k),4.545450977827196,Moderate ROI (3–10x),2025-09,Fresh,Severe Issues,High
994,Operations,Support,Support_Tickets,Customer_Email,Supply Chain Lead,Ops BI,Sensitive,No,100.0,96.7,Yes,No,Yes,GDPR,10,Yes,Read,Non-Compliant,E,Spain,40.4168,-3.7038,2024-11-11,98.5,2,80.7,14,10,420,7,1210830,290599,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,High Risk,True,Medium Impact,14.00681745870912,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166669534306725,Moderate ROI (3–10x),2024-11,Stale,Severe Issues,Critical
995,Operations,Logistics,Shipments,Carrier,Head of Operations,Ops BI,Public,Yes,90.5,100.0,Yes,No,No,Internal Policy,1,No,Read,At Risk,A,Italy,41.9028,12.4964,2025-09-13,95.7,4,9.6,0,0,114,5,211151,8446,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.260333532256611,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.000118399242243,High ROI (10–50x),2025-09,Fresh,Clean,Resolved
996,HR,HR_System,Employees,First_Name,HR Manager,HR Analytics,Sensitive,Yes,92.7,78.5,Yes,No,Yes,GDPR,3,Yes,Read,Non-Compliant,E,Sweden,59.3293,18.0686,2025-07-14,87.0,2,75.6,14,10,175,5,1184207,284210,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Medium Impact,13.9845847546726,Very High (€1M+),True,False,True,False,Very High Cost (>€150k),4.166661975299954,Moderate ROI (3–10x),2025-07,Fresh,Severe Issues,Critical
997,Sales,Order_Management,Orders,Order_Status,Sales Director,Sales Analytics,Internal,No,91.8,90.6,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2024-05-28,92.1,2,45.6,4,4,587,6,64361,7723,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,11.072278675825483,Low (<€100k),False,False,False,False,Low Cost (<€10k),8.333678622297034,Moderate ROI (3–10x),2024-05,Critical,Moderate Issues,Medium
998,Finance,ERP,Payments,Payment_Amount_EUR,Controller,FP&A Analytics,Confidential,No,100.0,77.5,Yes,No,No,SOX,10,No,Write,At Risk,C,Portugal,38.7223,-9.1393,2024-04-19,89.9,4,53.6,2,0,626,6,141971,5679,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,11.863385134041662,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.99929565064272,High ROI (10–50x),2024-04,Critical,Minor Issues,Resolved
999,HR,Payroll,Payroll,Net_Pay_EUR,HR Director,HR Analytics,Sensitive,Yes,84.9,85.9,Yes,No,Yes,GDPR,3,Yes,Admin,Non-Compliant,E,Belgium,50.8503,4.3517,2024-11-26,86.9,2,100.0,9,8,405,8,1320681,264136,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Critical Risk,True,High Impact,14.093658827802955,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),5.000003785928461,Moderate ROI (3–10x),2024-11,Stale,Severe Issues,High
1000,IT,AI_Platform,AI_Models,Model_Name,CISO,Data Gov Team,Internal,No,79.3,85.9,Yes,No,No,Internal Policy,3,No,Admin,At Risk,C,Belgium,50.8503,4.3517,2024-05-23,84.3,4,53.0,3,3,592,5,259225,25922,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,12.465455547071656,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),10.000192886351362,High ROI (10–50x),2024-05,Critical,Minor Issues,Medium
1001,HR,Data_Warehouse,Recruitment,Stage,HR Manager,Data Gov Team,Public,Yes,100.0,96.8,Yes,No,No,Internal Policy,3,No,Write,Compliant,B,Sweden,59.3293,18.0686,2024-12-08,98.5,3,26.7,1,1,393,3,0,753,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-12,Stale,Clean,Low
1002,HR,Learning_LMS,Employees,First_Name,People Ops Lead,Data Gov Team,Sensitive,No,100.0,94.6,Yes,No,Yes,GDPR,2,Yes,Write,Non-Compliant,E,Poland,52.2297,21.0122,2025-05-02,97.6,3,79.5,11,9,248,4,646020,142124,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.378587289976311,High (€500k–€1M),True,False,True,False,High Cost (€50k–€150k),4.545467338380569,Moderate ROI (3–10x),2025-05,Aging,Severe Issues,High
1003,Finance,Finance_System,GL_Entries,Source_Document,Finance Director,Data Gov Team,Internal,No,96.1,87.6,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Denmark,55.6761,12.5683,2025-08-27,92.7,5,15.8,1,1,131,5,64615,3877,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.076217337122133,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.66623678101625,High ROI (10–50x),2025-08,Fresh,Clean,Low
1004,Finance,Billing,Payments,Card_Token,Controller,Data Gov Team,Sensitive,Yes,89.3,97.1,Yes,No,Yes,GDPR,10,Yes,Admin,Non-Compliant,E,Portugal,38.7223,-9.1393,2024-05-12,93.9,4,100.0,10,8,603,9,1101403,220281,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,13.912096287545344,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.999990920687667,Moderate ROI (3–10x),2024-05,Critical,Severe Issues,High
1005,IT,Data_Warehouse,Access_Logs,IP_Address,CIO,Security Ops,Sensitive,No,90.5,97.4,No,No,Yes,GDPR,5,Yes,Read,Non-Compliant,E,Ireland,53.3498,-6.2603,2024-04-26,91.6,4,81.8,12,8,619,4,672594,134519,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.41889864442184,High (€500k–€1M),True,False,True,False,High Cost (€50k–€150k),4.999992566105903,Moderate ROI (3–10x),2024-04,Critical,Severe Issues,High
1006,Finance,Payments_Gateway,Invoices,Invoice_Date,Head of Finance Ops,FP&A Analytics,Internal,No,98.2,100.0,Yes,No,No,Internal Policy,2,No,Read,At Risk,B,Portugal,38.7223,-9.1393,2024-08-24,99.2,4,24.4,2,2,499,5,215262,17221,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.279615815355942,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499970965681435,High ROI (10–50x),2024-08,Stale,Minor Issues,Low
